"hawker","type","stars","votes","status","address","datetime"
"Tanjong Rhu Wanton Noodles @117 Aljunied Ave 2","Noodle Shop ","3.9","19","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Quan Xin Vegetarian 泉心素食园","Vegetarian ","4.5","19","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Jin Jin Hokkien Prawn Noodle","Hawker Stall ","4.3","18","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Hua Kee Cooked Food","Food court ","3.7","18","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Ah Ma Curry Rice","Hawker Stall ","4.7","18","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Laksa Laksa","Hawker Stall ","4.6","17","Inactive","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Aik Kee Haslet Soup","Hawker Stall ","4.3","17","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"29 Singapore Chicken Rice 29新加坡鸡饭","Hawker Stall ","4.3","17","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Bentoya - Best Japanese Food in Singapore | Affordable Japanese Food | Best Bento Singapore","Japanese ","4.4","16","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"17 Teochew Fishball Noodle","Hawker Stall ","4.8","16","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Briyani Singapura","Hawker Stall ","3.3","16","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Sharifah Ayam Penyet","Hawker Stall ","4.7","15","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Zhen Yuan","Hawker Stall ","4.4","15","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Meng Kee Hainanese Chicken Rice","Hawker Stall ","3.4","14","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Ming Yun Famous Fried Hokkien Prawn Noodle","Hawker Stall ","2.8","14","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Ko Ko Xiang Claypot Rice","Hawker Stall ","4.2","13","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Jack Beans","Hawker Stall ","5.0","12","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Mei Xiang Porridge","Hawker Stall ","4.3","12","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Quan Kee Wanton Mee","Restaurant ","3.4","10","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"DING DING Fish Soup Ban Mian","Hawker Stall ","4.4","9","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Alif Nasi Padang","Hawker Stall ","3.8","9","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"记得来云吞面","Cafe ","4.3","8","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Healthy Vegetarian Aljunied Avenue 2","Restaurant ","3.6","7","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Zhou 粥 (Xiang Gang Xin Kuo Wei)","Hawker Stall ","4.7","7","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Rong Xiang Vegetarian Food","Hawker Stall ","4.9","7","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"#01-21 Peanut Ice Kachang Stall","Hawker Stall ","4.4","7","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Surya Nasi Lemak","Nasi restaurant ","4.5","6","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Xiang Kee Fried Mee Hoon Mee • Nasi Lemak","Hawker Stall ","4.8","5","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Saniah's Selera Kampong","Hawker Stall ","4.8","5","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"口口香","Restaurant","5.0","4","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Bismillah Rojak","Hawker Stall ","4.0","4","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Hong Yun Pancake","Hawker Stall ","5.0","3","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Guan Kee Wanton Noodle","Hawker Stall ","4.0","3","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Chai Chee Cai Tou Guo","Hawker Stall ","5.0","3","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Soon Soon You Tiao Butterfly Salted Bun Vegetarian","Hawker Stall ","4.7","3","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"De Toast Pasta and Western Delight","Hawker Stall ","5.0","3","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Deen's Teh Tarik","Hawker Stall ","5.0","3","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Hong Kee Chee Cheong Fun","Hawker Stall ","4.0","2","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"品香砂锅饭迷你小火锅","Coffee shop ","3.0","2","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"New Leaf Coffee","Coffee shop ","5.0","2","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Rice Garden","Hawker Stall ","2.5","2","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Da Da Kopi","Hawker Stall ","2.0","2","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Koon Cafe","Hawker Stall ","3.5","2","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Sharifah Nasi Padang","Hawker Stall ","3.5","2","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Xin Xi Chwee Kueh","Hawker Stall ","5.0","2","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Ji De Lai Wanton Mee Mee","Hawker Stall ","3.0","2","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"#01-20 炒蘿菠糕 炒粿條","Hawker Stall ","3.5","2","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"潮州面之家","Hawker Stall ","4.5","2","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"美食潮州粥","Restaurant ","5.0","2","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Hao Ji Glutinous Rice Kueh","Hawker Stall ","4.0","1","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Good Soup 好湯","Hawker Stall ","5.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"57 coffee stall","Hawker Stall ","5.0","1","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Singapore Shuikueh","Hawker Stall ","3.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Tropical Drinks Station","Hawker Stall ","5.0","1","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Soon Huat Fishball Minced Pork Noodle","Hawker Stall ","5.0","1","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Remember to come wanton mee","Hawker Stall ","5.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Mak Nab","Hawker Stall ","5.0","1","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Restaurant","Restaurant ","5.0","1","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"fresh indonesia pork stall","Grocery store","5.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"My Yummy Bite","Hawker Stall ","5.0","1","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Hawker Stall","Hawker Stall ","5.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"興利珠寶貿易行","Grocery store","5.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"經濟米粉","Restaurant","5.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"王家蝦麵","Restaurant","5.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"菜市菜頭粿","Restaurant","5.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"#01-145 Grocery Store","Grocery store ","5.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"SK MINI MART","Grocery store ","5.0","1","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Kok Hong Coffee Stall","Hawker Stall ","5.0","1","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Yunos N Family","Hawker Stall ","4.4","470","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Xi Xiang Feng Yong Tau Foo 喜相逢","Hawker Stall ","3.8","220","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Ang Mo Kio Fried Kway Teow (#01-22) 宏茂橋鮮蛤炒粿條","Hawker Stall ","4.3","205","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Vincent Western Food (#01-08)","Hawker Stall ","4.2","92","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Lim Hai Sheng Carrot Cake","Hawker Stall ","3.4","88","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Centre Satay Bee Hoon","Hawker Stall ","3.9","88","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"99 Fried Hokkien Mee","Hawker Stall ","4.2","86","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Whampoa Soya Bean","Hawker Stall ","2.9","46","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Xin Mei Congee (欣美粥品）","Hawker Stall ","4.2","45","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Hong Chong Wanton Noodle 鴻昌雲吞麵 (#01-21)","Hawker Stall ","4.1","41","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Ban Chuan Boneless Braised Duck","Hawker Stall ","3.0","36","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Hup Hup Minced Meat Noodle (#01-39)","Hawker Stall ","4.2","35","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"The-Icebreaker","Hawker Stall ","4.6","35","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Seng Bee Chicken Rice (成美食）","Hawker Stall ","2.8","33","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Ci Wen Vegetarian Food","Hawker Stall ","4.0","32","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Jia Jia Yong Tau Fu 佳佳酿豆腐","Hawker Stall ","3.5","21","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"A1 Boneless Chicken Rice (#01-42)","Hawker Stall ","4.1","19","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Long Quan Cha Shi","Hawker Stall ","3.3","16","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"潮州鱼粥大排挡 Teochew Fish Porridge Da Pai Dang","Hawker Stall ","3.1","14","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Just Love Bread (就是爱面包）","Bakery ","4.4","11","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Al Zamira Restaurant","Hawker Stall ","4.2","9","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Leong Leong Sugar Cane Juice","Juice ","4.1","9","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"鲜苋菜汤 Spinach Soup","Hawker Stall ","4.9","9","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Din & Family Muslim Food","Hawker Stall ","4.7","7","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Home Fresh Cooked Food","Hawker Stall ","4.2","5","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Seng Bee Fishball Minced Meat Noodle","Hawker Stall ","2.8","5","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"69 Japan & Korea Cuisine","Hawker Stall ","3.7","3","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Xiang Run Dessert","Hawker Stall ","4.0","3","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"C餐 Fried Chicken","Coffee shop ","2.7","3","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Zhen Wanton Noodles (#01-16)","Hawker Stall ","4.0","2","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Weng Seng","Hawker Stall ","5.0","1","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"69 Coffee Station","Hawker Stall ","5.0","1","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Top Fresh","Hawker Stall ","5.0","1","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"齋 三菜白飯米粉套餐","Hawker Stall ","5.0","1","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Tibits Point","Convenience store ","5.0","1","Unknown","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Sin Teck","Grocery store ","5.0","1","Active","Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724)","2024-10-07"
"Boon Lay Power Nasi Lemak","Hawker Stall ","3.9","3,893","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Boon Lay Traditional Hakka Lui Cha","Hawker Stall ","4.1","108","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Lian Yi BBQ Seafood 聯誼燒烤海鮮","Hawker Stall ","4.2","54","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Boon Lay Fried Carrot Cake & Kway Teow Mee","Hawker Stall ","3.6","33","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Whampoa Soya Bean","Hawker Stall ","3.3","30","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Kim Kee Hainanese Chicken Rice","Hawker Stall ","3.1","20","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Chong Pang Huat","Hawker Stall ","2.5","17","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Ghee Huat","Hawker Stall ","2.8","15","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Sin Chew Huat (Mei Xiang) Hotplate Stingray (新洲发(美香)铁板烧鱼)","Hawker Stall ","3.6","13","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Tian Seng Coffee Stall","Cafe ","4.3","9","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Teck Huat Coffee Roti","Hawker Stall ","3.3","9","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Fei Fei Handmade Hakka Yong Tau Foo (肥肥手工客家酿豆腐)","Hawker Stall ","4.7","9","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Bedok 511 BBQ Chicken Wing (勿洛511鸡翅膀) (Boon Lay Branch) & Soon Lee Heng Satay","Hawker Stall ","1.9","8","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"O'Kee Fishball Noodles 乌记鱼圆面","Hawker Stall ","1.9","8","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Yao Heng Cooked Food Satay Bee Hoon (耀興熟食)","Hawker Stall ","4.0","7","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Boon Lay Soya Bean Drink (文禮豆花水)","Hawker Stall ","4.9","7","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Boon Lay Garden Drink Stall 文禮園飮品","Hawker Stall ","3.8","6","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"鸳鸯宽菜汤 Spinach Soup","Hawker Stall ","2.8","6","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Old Boon Lay","Grocery store ","4.5","6","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Haji Maksah Barkat Chahya Food Stall","Hawker Stall ","3.8","5","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
"Wei Sheng Food Stall 威勝","Hawker Stall ","4.4","5","Active","Boon Lay Place Market and Food Village Blks 221A Boon Lay Place","2024-10-07"
